ignore,date,period,CGST,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20210720,45,16600,0,977,4877,532,252,106,97,293,2004,0,934,0,2421,1000,0,750,0
FUELHH,20210720,46,15802,0,848,4873,570,0,84,97,199,2002,0,934,0,2420,1000,0,752,0
FUELHH,20210720,47,14670,0,742,4878,570,0,170,26,140,1904,0,954,0,2398,950,0,752,0
FUELHH,20210720,48,13593,0,506,4889,545,0,212,1,140,1904,0,954,0,2423,950,0,752,0
FUELHH,20210721,1,13227,0,503,4858,537,0,212,0,140,1904,0,954,0,2434,950,0,750,0
FUELHH,20210721,2,12953,0,236,4736,514,0,102,0,140,1904,0,952,0,2434,950,0,750,0
FUELHH,20210721,3,13016,0,6,4712,524,0,51,0,140,1904,0,954,0,2437,952,0,750,0
FUELHH,20210721,4,12892,0,0,4706,545,0,51,0,140,1904,0,954,0,2418,952,0,752,0
FUELHH,20210721,5,12758,0,0,4708,520,0,51,0,142,1904,0,954,0,2415,952,0,750,0
FUELHH,20210721,6,12530,0,0,4710,491,0,51,0,139,1904,0,952,0,2433,952,0,750,0
FUELHH,20210721,7,12348,0,0,4707,494,0,51,0,139,1904,0,952,0,2434,952,0,752,0
FUELHH,20210721,8,12249,0,0,4702,478,0,51,0,139,1904,0,952,0,2439,952,0,750,0
FUELHH,20210721,9,12253,0,0,4699,459,0,51,0,142,1904,0,952,0,2492,952,0,750,0
FUELHH,20210721,10,12232,0,0,4715,433,0,51,2,143,1904,0,940,0,2499,952,0,752,0
FUELHH,20210721,11,12512,0,0,4699,416,0,51,3,140,1880,0,422,0,2506,950,0,764,0
FUELHH,20210721,12,13052,0,0,4700,363,0,51,4,140,1880,0,410,0,2503,950,0,766,0
FUELHH,20210721,13,13848,0,1,4703,333,0,51,5,141,1874,0,608,0,2497,952,0,770,0
FUELHH,20210721,14,14690,0,144,4706,320,0,51,2,142,1874,0,612,0,2493,952,0,770,0
FUELHH,20210721,15,15723,0,569,4710,294,0,51,23,218,1928,0,996,0,2488,1000,0,762,0
FUELHH,20210721,16,16052,0,909,4707,252,186,61,51,259,1928,0,1002,0,2494,1000,0,762,0
FUELHH,20210721,17,16188,0,976,4705,230,516,137,51,482,2004,0,1002,0,2491,1000,0,750,0
FUELHH,20210721,18,16079,0,979,4701,209,652,142,51,502,2004,0,1002,0,2473,1000,0,750,0
FUELHH,20210721,19,16133,0,981,4701,187,574,142,51,485,2004,0,1004,0,2458,1000,0,752,0
FUELHH,20210721,20,16021,0,979,4702,191,302,141,51,450,2004,0,1004,0,2459,1000,0,752,0
FUELHH,20210721,21,15993,0,975,4703,191,244,133,51,418,2004,0,1002,0,2459,1000,0,752,0
FUELHH,20210721,22,15183,3,1039,4285,877,154,246,161,706,2004,0,1004,0,2548,1000,0,752,0
FUELHH,20210721,23,15925,0,972,4707,184,266,118,51,376,2004,0,1044,0,2455,1000,0,752,0
FUELHH,20210721,24,15969,0,974,4712,195,48,83,51,327,2004,0,1044,0,2441,1000,0,752,0
FUELHH,20210721,25,16064,0,972,4707,202,48,59,51,319,2004,0,1042,0,2439,1000,0,752,0
FUELHH,20210721,26,15975,0,969,4715,225,0,60,41,308,2004,0,1040,0,2438,1000,0,758,0
FUELHH,20210721,27,15750,0,969,4713,237,160,60,1,268,2004,0,1004,0,2439,1000,0,864,0
FUELHH,20210721,28,15526,0,970,4720,323,0,58,1,300,2004,0,1002,0,2428,1000,0,868,0
FUELHH,20210721,29,15538,0,974,4718,388,0,59,1,318,2004,0,1004,0,2429,1000,0,778,0
FUELHH,20210721,30,15484,0,971,4717,449,0,51,1,291,2004,0,1004,0,2424,1000,0,774,0
FUELHH,20210721,31,15684,0,976,4732,492,0,66,8,309,2004,0,1002,0,2449,1000,0,750,0
FUELHH,20210721,32,16071,0,975,4742,552,32,67,71,235,2004,0,1004,0,2454,1000,0,750,0
FUELHH,20210721,33,16112,0,973,4736,623,176,124,71,229,2004,0,1002,0,2441,1020,0,774,0
FUELHH,20210721,34,16577,0,977,4727,631,222,178,71,289,2004,0,1002,0,2425,1020,0,774,0
FUELHH,20210721,35,17042,0,973,4722,651,742,249,71,311,2004,0,1036,0,2367,1020,0,754,0
FUELHH,20210721,36,17246,0,972,4721,662,778,250,71,320,2004,0,1038,0,2381,1020,0,752,0
FUELHH,20210721,37,17392,0,973,4723,629,814,243,71,344,2004,0,1036,0,2417,1020,0,752,0
FUELHH,20210721,38,17427,0,971,4719,621,1022,247,71,340,2004,0,1036,0,2450,1020,0,752,0
FUELHH,20210721,39,17426,0,971,4717,614,1016,237,71,321,2004,0,1004,0,2454,1020,0,752,0
FUELHH,20210721,40,17355,0,970,4722,556,1030,268,71,325,2004,0,1002,0,2453,1020,0,752,0
FUELHH,20210721,41,17277,0,970,4722,515,934,257,71,282,2004,0,1002,0,2449,1020,0,752,0
FUELHH,20210721,42,17114,0,972,4722,440,686,260,71,262,2004,0,1004,0,2448,1020,0,752,0
FUELHH,20210721,43,17216,0,975,4714,365,514,186,37,273,2004,0,1004,0,2438,1000,0,752,0
FUELHH,20210721,44,17184,0,973,4619,301,402,190,1,253,2004,0,1002,0,2436,1000,0,752,0
FUELHH,20210721,45,16831,0,970,4581,272,338,143,1,266,2004,0,1002,0,2441,1000,0,752,0
FUELHH,20210721,46,16123,0,807,4587,271,330,121,1,224,2004,0,1002,0,2442,1000,0,750,0
FUELHH,20210721,47,15326,0,642,4584,257,0,122,1,163,1904,0,952,0,2426,950,0,704,0
FUELHH,20210721,48,14414,0,461,4592,225,0,124,2,162,1904,0,954,0,2287,950,0,702,0
FUELHH,20210722,1,13931,0,547,4586,198,0,124,3,162,1904,0,952,0,2281,950,0,702,0
FUELHH,20210722,2,13431,0,471,4588,193,0,124,3,162,1904,0,952,0,2344,950,0,702,0
FUELHH,20210722,3,13225,0,502,4594,120,0,124,3,163,1904,0,952,0,2265,950,0,702,0
FUELHH,20210722,4,12946,0,459,4601,108,0,124,8,163,1904,0,954,0,2111,950,0,702,0
FUELHH,20210722,5,12515,0,463,4604,94,0,124,8,143,1906,0,952,0,2196,952,0,702,0
FUELHH,20210722,6,12160,0,570,4609,96,0,124,7,144,1906,0,954,0,2205,952,0,702,0
FUELHH,20210722,7,11839,0,608,4607,94,0,124,7,144,1904,0,954,0,2194,950,0,702,0
FUELHH,20210722,8,11983,0,459,4606,101,0,124,8,144,1906,0,952,0,2194,950,0,702,0
FUELHH,20210722,9,12001,0,458,4605,110,0,124,8,139,1906,0,952,0,2159,950,0,702,0
FUELHH,20210722,10,11974,0,457,4601,116,0,124,8,139,1904,0,944,0,2145,948,0,702,0
FUELHH,20210722,11,12199,0,626,4609,124,0,124,8,139,1698,0,504,0,2337,754,0,700,0
FUELHH,20210722,12,12272,0,936,4649,136,0,65,8,139,1696,0,492,0,2398,752,0,700,0
FUELHH,20210722,13,13678,0,972,4652,157,0,59,8,141,1256,0,440,0,2431,762,0,658,0
FUELHH,20210722,14,14889,0,975,4656,135,0,60,7,240,1234,0,448,0,2380,762,0,658,0
FUELHH,20210722,15,15385,0,948,4661,126,70,77,6,261,1820,0,870,0,2375,948,0,700,0
FUELHH,20210722,16,16082,0,981,4660,110,28,78,94,328,1828,0,878,0,2377,950,0,702,0
FUELHH,20210722,17,16500,0,979,4661,87,142,175,102,320,2002,0,1002,0,2373,998,0,702,0
FUELHH,20210722,18,16470,0,978,4660,95,252,180,102,344,2004,0,1004,0,2393,1000,0,702,0
FUELHH,20210722,19,16464,0,976,4653,99,302,181,102,347,2004,0,1002,0,2376,1000,0,702,0
FUELHH,20210722,20,16351,0,966,4648,130,86,180,99,356,2004,0,1002,0,2366,1000,0,704,0
FUELHH,20210722,21,16234,0,972,4647,131,0,162,97,333,2004,0,1002,0,2351,1000,0,704,0
FUELHH,20210722,22,16113,0,980,4646,122,42,149,67,185,2004,0,1004,0,2362,1000,0,702,0
FUELHH,20210722,23,16114,0,980,4645,83,0,122,49,140,2004,0,1002,0,2361,1000,0,702,0
FUELHH,20210722,24,16035,0,981,4643,66,0,89,49,140,2004,0,1002,0,2369,1000,0,704,0
FUELHH,20210722,25,16116,0,978,4643,58,48,68,26,140,2004,0,1002,0,2281,1000,0,702,0
FUELHH,20210722,26,16025,0,977,4642,64,22,66,1,141,2004,0,1002,0,2283,1000,0,702,0
FUELHH,20210722,27,15685,0,979,4645,113,142,70,1,153,2004,0,1004,0,2259,1000,0,702,0
FUELHH,20210722,28,15670,0,977,4647,134,0,67,12,199,2004,0,1002,0,2258,1000,0,702,0
FUELHH,20210722,29,15771,0,977,4649,150,0,88,51,200,2004,0,1002,0,2267,1000,0,702,0
FUELHH,20210722,30,15802,0,977,4573,206,0,103,51,203,2004,0,1002,0,2244,1000,0,702,0
FUELHH,20210722,31,16100,0,974,3352,250,378,178,51,336,2004,0,1002,0,2254,1000,0,704,0
FUELHH,20210722,32,16233,0,968,3392,303,20,304,95,425,2004,0,1004,0,2266,1000,0,704,0
FUELHH,20210722,33,16595,0,972,3434,358,16,355,99,442,2004,0,1002,0,2240,1020,0,750,0
FUELHH,20210722,34,16931,0,972,3474,452,280,375,132,488,2004,0,1002,0,2252,1020,0,752,0
FUELHH,20210722,35,17554,0,970,3518,487,512,406,210,526,2004,0,1004,0,2265,1020,0,752,0
FUELHH,20210722,36,17819,0,975,3560,552,874,403,283,503,2004,0,1002,0,2251,1020,0,752,0
FUELHH,20210722,37,18021,0,973,3602,619,948,415,283,505,2004,0,1002,0,2270,1020,0,752,0
FUELHH,20210722,38,17998,0,975,3617,678,1112,432,284,508,2004,0,1002,0,2274,1020,0,752,0
FUELHH,20210722,39,17885,0,977,3617,695,1234,429,192,504,2004,0,1004,0,2293,1020,0,752,0
FUELHH,20210722,40,17659,0,977,3617,717,1186,350,186,506,2004,0,1004,0,2291,1020,0,752,0
FUELHH,20210722,41,17428,0,978,3618,733,894,291,187,481,2004,0,1002,0,2303,1020,0,752,0
FUELHH,20210722,42,17226,0,978,3617,765,764,275,180,388,2004,0,1004,0,2303,1020,0,752,0
FUELHH,20210722,43,17355,0,978,3612,841,488,268,10,341,2004,0,1002,0,2306,1000,0,752,0
FUELHH,20210722,44,17307,0,923,3613,813,706,223,48,342,2004,0,1002,0,2297,1000,0,752,0
FUELHH,20210722,45,17012,0,973,3607,735,420,98,94,272,2004,0,1002,0,2301,1000,0,752,0
FUELHH,20210722,46,16427,0,863,3600,711,288,80,1,209,2002,0,1002,0,2305,998,0,752,0
FUELHH,20210722,47,15916,0,767,3598,701,0,97,2,140,1714,0,858,0,2310,856,0,750,0
FUELHH,20210722,48,14455,0,583,3601,647,0,105,2,135,1706,0,856,0,2309,854,0,750,0
FUELHH,20210723,1,13166,0,654,3601,662,0,79,2,134,1706,0,856,0,2317,854,0,750,0
FUELHH,20210723,2,12167,0,789,3603,655,0,78,3,135,1706,0,856,0,2312,854,0,750,0
FUELHH,20210723,3,11960,0,759,3607,674,0,77,3,135,1706,0,856,0,2272,854,0,750,0
FUELHH,20210723,4,12043,0,654,3614,712,0,77,4,139,1704,0,856,0,2277,854,0,750,0
FUELHH,20210723,5,12088,0,624,3615,787,0,69,4,137,1706,0,856,0,2314,854,0,750,0
FUELHH,20210723,6,11900,0,465,3618,858,0,63,4,137,1706,0,856,0,2313,854,0,750,0
FUELHH,20210723,7,11749,0,462,3643,919,0,62,4,136,1706,0,856,0,2303,854,0,750,0
FUELHH,20210723,8,11495,0,462,3661,961,0,62,4,136,1706,0,856,0,2311,854,0,750,0
FUELHH,20210723,9,11484,0,464,3663,1017,0,62,4,134,1706,0,856,0,2278,852,0,750,0
FUELHH,20210723,10,11725,0,464,3661,1032,0,62,4,133,1706,0,856,0,2234,852,0,750,0
FUELHH,20210723,11,11909,0,475,3659,1078,0,61,4,134,1706,0,708,0,2239,806,0,750,0
FUELHH,20210723,12,11953,0,480,3660,1088,0,61,5,133,1706,0,706,0,2302,806,0,750,0
FUELHH,20210723,13,12400,0,680,3659,1102,0,61,4,134,1706,0,704,0,2306,846,0,750,0
FUELHH,20210723,14,13432,0,811,3658,1169,0,67,3,135,1706,0,704,0,2315,846,0,750,0
FUELHH,20210723,15,14675,0,915,3658,1206,0,122,2,136,1990,0,998,0,2127,998,0,752,0
FUELHH,20210723,16,15144,0,979,3659,1215,0,125,2,140,2000,0,1002,0,2175,1000,0,752,0
FUELHH,20210723,17,15381,0,980,3661,1161,854,181,1,274,2004,0,1002,0,2233,1000,0,752,0
FUELHH,20210723,18,15541,0,981,3661,1152,798,180,1,452,2004,0,1002,0,2262,1000,0,752,0
FUELHH,20210723,19,15695,0,973,3658,1087,720,180,1,461,2004,0,1002,0,2309,1000,0,752,0
FUELHH,20210723,20,15649,0,981,3653,1034,676,216,0,450,2004,0,1002,0,2217,1000,0,752,0
FUELHH,20210723,21,15690,0,981,3648,1026,272,202,0,384,2004,0,1004,0,2215,1000,0,750,0
FUELHH,20210723,22,15370,0,981,3643,1192,0,193,0,324,2004,0,1004,0,2238,1000,0,750,0
FUELHH,20210723,23,15290,0,980,3639,1262,82,162,0,243,2004,0,1004,0,2306,1000,0,748,0
FUELHH,20210723,24,14955,0,979,3636,1258,154,168,0,270,2004,0,1002,0,2305,1000,0,748,0
FUELHH,20210723,25,14862,0,979,3631,1248,306,166,62,275,2004,0,1002,0,2213,1000,0,704,0
FUELHH,20210723,26,14981,0,980,3633,1234,134,146,98,240,2004,0,956,0,2220,1000,0,702,0
FUELHH,20210723,27,15028,0,979,3631,1218,352,315,88,198,2004,0,0,0,2293,1000,0,704,0
FUELHH,20210723,28,15202,0,979,3634,1169,140,136,98,195,2004,0,0,0,2314,1000,0,706,0
FUELHH,20210723,29,15097,0,975,3637,1188,136,100,98,196,2004,0,0,0,2323,1000,0,750,0
FUELHH,20210723,30,15284,0,901,3637,1254,144,101,99,196,2004,0,0,0,2323,1000,0,752,0
FUELHH,20210723,31,15441,0,861,3647,1351,0,88,98,196,2004,0,0,0,2318,1000,0,752,0
FUELHH,20210723,32,15659,0,840,3651,1414,60,89,99,171,2004,0,0,0,2336,1000,0,750,0
FUELHH,20210723,33,15541,0,734,3651,1382,32,85,78,173,2004,0,832,0,2290,1020,0,750,0
FUELHH,20210723,34,15690,0,725,3650,1846,0,101,1,159,2004,0,1002,0,2277,1020,0,750,0
FUELHH,20210723,35,15654,0,715,3650,2044,420,191,1,169,2004,0,1004,0,2302,1020,0,750,0
FUELHH,20210723,36,15494,0,745,3651,2306,546,206,1,211,2004,0,1004,0,2344,1020,0,750,0
FUELHH,20210723,37,15231,0,883,3664,2503,590,232,1,326,2002,0,1004,0,2304,1020,0,750,0
FUELHH,20210723,38,15201,0,886,3661,2660,466,237,1,292,2002,0,1004,0,2340,1020,0,750,0
FUELHH,20210723,39,15247,0,901,3659,2806,62,248,1,171,2002,0,1004,0,2527,1020,0,752,0
FUELHH,20210723,40,14965,0,864,3660,3079,12,246,1,140,2002,0,1002,0,2491,1020,0,752,0
FUELHH,20210723,41,14854,0,669,3663,3272,102,185,1,137,2002,0,808,0,2482,1020,0,752,0
FUELHH,20210723,42,14613,0,410,3664,3561,0,157,1,135,2002,0,808,0,2456,1020,0,752,0
FUELHH,20210723,43,13657,0,417,3665,3889,18,101,1,137,2002,0,1002,0,2586,1000,0,752,0
FUELHH,20210723,44,13153,0,398,3664,4123,0,79,1,136,2002,0,1002,0,2655,1000,0,752,0
FUELHH,20210723,45,12448,0,328,3663,4120,0,78,1,136,2002,0,1004,0,2413,1000,0,750,0
FUELHH,20210723,46,11537,0,231,3659,4071,0,78,0,134,1998,0,986,0,2308,998,0,746,0
FUELHH,20210723,47,11358,0,239,3651,4019,98,78,1,135,1708,0,392,0,2122,854,0,704,0
FUELHH,20210723,48,10484,0,233,3648,3722,0,67,1,134,1704,0,372,0,1970,854,0,702,0
FUELHH,20210724,1,10010,0,262,3662,3701,0,60,2,134,1508,0,370,0,1680,758,0,702,0
FUELHH,20210724,2,9214,0,229,3674,3805,0,60,2,135,1506,0,370,0,1624,756,0,702,0
FUELHH,20210724,3,8912,0,183,3671,3991,0,60,2,135,1506,0,370,0,1576,756,0,702,0
FUELHH,20210724,4,8768,0,0,3670,4046,0,60,1,135,1506,0,370,0,1669,756,0,702,0
FUELHH,20210724,5,8687,0,0,3675,4025,0,60,0,136,1506,0,370,0,1674,756,0,704,0
FUELHH,20210724,6,7967,0,0,3682,4310,0,60,0,135,1506,0,370,0,1674,756,0,704,0
FUELHH,20210724,7,7984,0,0,3686,4500,0,60,0,138,1408,0,370,0,1680,708,0,704,0
FUELHH,20210724,8,7868,0,0,3691,4712,0,60,0,135,1408,0,370,0,1559,708,0,704,0
FUELHH,20210724,9,7891,0,0,3693,4800,0,60,0,139,1408,0,370,0,1475,706,0,702,0
FUELHH,20210724,10,7857,0,0,3698,4674,0,60,0,137,1408,0,370,0,1466,706,0,702,0
FUELHH,20210724,11,8167,0,0,3699,4545,0,60,0,136,1082,0,370,0,1465,706,0,678,0
FUELHH,20210724,12,8270,0,0,3699,4573,0,60,1,136,1056,0,370,0,1459,706,0,678,0
FUELHH,20210724,13,8042,0,159,3701,4618,0,60,2,137,1496,0,370,0,1608,756,0,700,0
FUELHH,20210724,14,8647,0,229,3700,4552,0,60,2,138,1506,0,370,0,1566,756,0,702,0
FUELHH,20210724,15,9677,0,230,3697,4094,0,59,0,139,1516,0,754,0,1413,756,0,702,0
FUELHH,20210724,16,10849,0,230,3696,3684,0,59,0,140,1506,0,760,0,1418,756,0,702,0
FUELHH,20210724,17,12373,0,297,3699,3126,4,59,1,145,1704,0,856,0,1432,852,0,702,0
FUELHH,20210724,18,12718,0,403,3704,2955,18,63,1,139,1706,0,856,0,1582,854,0,702,0
FUELHH,20210724,19,12821,0,553,3708,2793,160,185,1,169,1922,0,976,0,1581,946,0,618,0
FUELHH,20210724,20,13025,0,765,3706,3199,0,188,1,281,1924,0,978,0,1567,946,0,616,0
FUELHH,20210724,21,13198,0,899,3698,3255,0,188,0,276,1930,0,978,0,1576,952,0,560,0
FUELHH,20210724,22,13211,0,981,3692,3284,0,177,0,184,1930,0,978,0,1577,952,0,556,0
FUELHH,20210724,23,13101,0,983,3688,3401,0,137,0,142,1660,0,976,0,1565,974,0,694,0
FUELHH,20210724,24,12781,0,988,3686,3476,0,121,1,136,1658,0,978,0,1421,974,0,702,0
FUELHH,20210724,25,12512,0,900,3689,3571,0,112,1,136,1854,0,978,0,1395,926,0,702,0
FUELHH,20210724,26,12694,0,638,3685,3186,76,112,0,141,1856,0,978,0,1508,926,0,702,0
FUELHH,20210724,27,13509,0,474,3684,2795,0,61,1,137,1520,0,838,0,1583,902,0,702,0
FUELHH,20210724,28,13373,0,483,3682,2531,0,61,1,140,1508,0,838,0,1589,902,0,702,0
FUELHH,20210724,29,13263,0,474,3684,2201,0,61,1,136,1508,0,826,0,1586,902,0,702,0
FUELHH,20210724,30,13041,0,460,3688,2237,0,60,1,136,1516,0,812,0,1612,902,0,698,0
FUELHH,20210724,31,13211,0,557,3686,2084,0,60,1,136,1706,0,250,0,1693,852,0,608,0
FUELHH,20210724,32,13106,0,692,3689,1903,0,59,1,136,1706,0,234,0,1757,852,0,604,0
FUELHH,20210724,33,13230,0,846,3692,1801,80,74,1,141,1656,0,310,0,1908,922,0,698,0
FUELHH,20210724,34,13648,0,975,3696,1713,36,111,1,143,1658,0,330,0,2019,922,0,698,0
FUELHH,20210724,35,13580,0,958,3698,1623,14,258,1,230,1900,0,956,0,1946,914,0,610,0
FUELHH,20210724,36,14013,0,981,3701,1542,316,280,1,279,1904,0,982,0,1965,914,0,610,0
FUELHH,20210724,37,13912,0,984,3703,1524,624,291,1,311,2004,0,1002,0,1962,1018,0,698,0
FUELHH,20210724,38,14012,0,985,3702,1459,618,291,1,318,2004,0,1002,0,1977,1018,0,704,0
FUELHH,20210724,39,14110,0,986,3699,1510,678,288,1,276,2004,0,928,0,1996,914,0,702,0
FUELHH,20210724,40,14034,0,985,3698,1692,558,253,1,262,2004,0,928,0,1981,914,0,702,0
FUELHH,20210724,41,13890,0,988,3698,1765,548,209,1,227,2004,0,1002,0,1992,1018,0,702,0
FUELHH,20210724,42,13747,0,992,3700,1753,194,180,1,259,2004,0,1002,0,2054,1020,0,708,0
FUELHH,20210724,43,13609,0,924,3703,1944,0,102,1,295,2004,0,858,0,2086,1000,0,842,0
FUELHH,20210724,44,13415,0,850,3706,2078,0,95,1,267,2004,0,846,0,2088,1000,0,846,0
FUELHH,20210724,45,13516,0,836,3710,2088,0,86,1,210,2004,0,360,0,2110,1000,0,822,0
FUELHH,20210724,46,13224,0,608,3710,2082,0,82,1,136,2004,0,348,0,1877,1000,0,818,0
FUELHH,20210724,47,12748,0,289,3706,2143,20,91,1,138,1906,0,370,0,1567,952,0,708,0
FUELHH,20210724,48,11776,0,230,3704,2232,0,90,1,137,1904,0,370,0,1534,952,0,702,0
FUELHH,20210725,1,11231,0,237,3698,2119,0,76,5,136,1796,0,370,0,1569,902,0,702,0
FUELHH,20210725,2,10713,0,247,3697,1912,2,76,3,136,1796,0,370,0,1580,902,0,702,0
FUELHH,20210725,3,10350,0,265,3697,1824,6,76,1,134,1728,0,352,0,1562,854,0,702,0
FUELHH,20210725,4,10152,0,234,3693,1871,0,75,1,135,1726,0,352,0,1518,854,0,702,0
FUELHH,20210725,5,9934,0,230,3689,1921,0,75,1,136,1706,0,370,0,1396,852,0,702,0
FUELHH,20210725,6,9831,0,230,3691,1897,0,76,1,135,1706,0,370,0,1405,852,0,702,0
FUELHH,20210725,7,9845,0,240,3695,1882,0,76,1,137,1706,0,372,0,1486,854,0,702,0
FUELHH,20210725,8,9817,0,235,3695,1815,0,75,1,136,1706,0,372,0,1492,852,0,702,0
FUELHH,20210725,9,9799,0,240,3699,1659,0,75,1,135,1706,0,370,0,1499,852,0,702,0
FUELHH,20210725,10,9904,0,245,3702,1614,0,75,1,135,1706,0,370,0,1508,852,0,702,0
FUELHH,20210725,11,9832,0,237,3703,1476,0,75,1,136,1706,0,370,0,1496,852,0,702,0
FUELHH,20210725,12,9803,0,234,3706,1358,0,76,1,134,1706,0,370,0,1492,852,0,702,0
FUELHH,20210725,13,10278,0,240,3706,1278,0,76,1,134,1706,0,370,0,1635,852,0,702,0
FUELHH,20210725,14,10409,0,391,3705,1184,0,76,2,134,1706,0,370,0,1680,852,0,702,0
FUELHH,20210725,15,10616,0,465,3706,1247,0,76,3,134,1712,0,370,0,1615,854,0,702,0
FUELHH,20210725,16,11578,0,471,3705,1121,0,76,3,137,1706,0,380,0,1565,854,0,702,0
FUELHH,20210725,17,12371,0,470,3704,971,0,76,2,140,1706,0,846,0,1582,854,0,702,0
FUELHH,20210725,18,13284,0,459,3706,935,0,79,3,153,1706,0,856,0,1630,854,0,704,0
FUELHH,20210725,19,13520,0,590,3707,930,0,169,3,138,1896,0,952,0,1672,950,0,704,0
FUELHH,20210725,20,13826,0,805,3706,900,72,172,2,139,1904,0,954,0,1681,950,0,704,0
FUELHH,20210725,21,14006,0,911,3710,895,150,172,1,191,1904,0,954,0,1680,950,0,704,0
FUELHH,20210725,22,13974,0,942,3712,853,152,172,1,194,1904,0,954,0,1681,950,0,704,0
FUELHH,20210725,23,14004,0,944,3709,819,314,126,1,215,1810,0,978,0,1680,974,0,704,0
FUELHH,20210725,24,13916,0,935,3706,785,466,116,1,250,1806,0,976,0,1673,974,0,704,0
FUELHH,20210725,25,13890,0,923,3699,828,352,94,80,423,1712,0,978,0,1676,974,0,704,0
FUELHH,20210725,26,13556,0,941,3693,860,444,94,99,462,1706,0,978,0,1674,974,0,704,0
FUELHH,20210725,27,13482,0,981,3695,816,10,78,99,422,1894,0,1004,0,1668,1000,0,704,0
FUELHH,20210725,28,13321,0,985,3690,826,0,75,42,374,1902,0,1002,0,1646,1000,0,704,0
FUELHH,20210725,29,13483,0,980,3686,870,0,75,1,174,1902,0,1004,0,1524,1000,0,704,0
FUELHH,20210725,30,13292,0,982,3690,986,0,75,1,141,1902,0,1004,0,1496,1000,0,704,0
FUELHH,20210725,31,13315,0,985,3687,1147,0,75,1,157,1902,0,1004,0,1502,1000,0,704,0
FUELHH,20210725,32,13318,0,985,3688,1274,0,75,1,141,1902,0,1004,0,1713,1000,0,704,0
FUELHH,20210725,33,13617,0,985,3687,1284,0,75,1,141,2002,0,1004,0,1783,1020,0,704,0
FUELHH,20210725,34,14056,0,982,3692,1236,96,98,1,232,2002,0,1002,0,1997,1020,0,704,0
FUELHH,20210725,35,14305,0,987,3696,1163,272,336,1,315,2002,0,1004,0,2128,1020,0,704,0
FUELHH,20210725,36,14509,0,983,3698,1155,664,341,2,347,2004,0,1004,0,2071,1020,0,704,0
FUELHH,20210725,37,14588,0,982,3701,1044,806,347,1,393,2002,0,1004,0,2098,1020,0,704,0
FUELHH,20210725,38,14562,0,984,3702,909,998,329,2,397,2002,0,1004,0,2096,1020,0,704,0
FUELHH,20210725,39,14478,0,985,3702,709,708,320,1,399,2002,0,1002,0,2142,1020,0,704,0
FUELHH,20210725,40,14551,0,982,3701,595,630,315,2,408,2002,0,1004,0,2139,1020,0,704,0
FUELHH,20210725,41,14526,0,982,3699,478,586,271,2,387,2002,0,1002,0,2154,1020,0,704,0
FUELHH,20210725,42,14425,0,981,3699,404,286,242,2,380,2004,0,1004,0,2180,1020,0,704,0
FUELHH,20210725,43,14333,0,984,3697,368,406,110,2,387,2004,0,1004,0,2176,1000,0,704,0
FUELHH,20210725,44,14405,0,985,3700,359,242,110,2,325,2004,0,1004,0,2208,1000,0,704,0
FUELHH,20210725,45,14345,0,988,3705,388,12,110,2,329,2004,0,1004,0,2249,1000,0,704,0
FUELHH,20210725,46,13900,0,884,3710,394,32,107,2,240,2002,0,988,0,2269,998,0,704,0
FUELHH,20210725,47,13128,0,908,3710,393,166,94,2,140,1758,0,402,0,2278,878,0,704,0
FUELHH,20210725,48,11800,0,906,3709,462,0,91,2,137,1756,0,386,0,2293,878,0,714,0
FUELHH,20210726,1,11061,0,808,3703,500,0,76,2,134,1756,0,386,0,2255,878,0,718,0
FUELHH,20210726,2,10820,0,700,3698,454,0,76,2,133,1756,0,386,0,2218,878,0,718,0
FUELHH,20210726,3,10901,0,755,3693,417,0,76,1,134,1754,0,384,0,2295,876,0,718,0
FUELHH,20210726,4,10898,0,698,3696,395,0,76,1,133,1754,0,384,0,2299,876,0,718,0
FUELHH,20210726,5,10949,0,654,3697,407,0,76,1,135,1806,0,386,0,2223,902,0,718,0
FUELHH,20210726,6,10640,0,544,3698,438,0,75,0,136,1806,0,386,0,2200,902,0,718,0
FUELHH,20210726,7,10602,0,467,3698,450,0,76,1,135,1806,0,386,0,2281,902,0,718,0
FUELHH,20210726,8,10503,0,495,3698,459,0,76,1,135,1806,0,386,0,2285,902,0,718,0
FUELHH,20210726,9,10618,0,582,3697,450,0,76,1,136,1806,0,386,0,2218,902,0,718,0
FUELHH,20210726,10,10675,0,588,3697,453,0,75,0,136,1806,0,384,0,2213,902,0,718,0
FUELHH,20210726,11,10624,0,469,3702,495,0,76,1,135,1806,0,384,0,2241,902,0,718,0
FUELHH,20210726,12,11085,0,464,3706,479,0,75,2,134,1806,0,384,0,2310,902,0,718,0
FUELHH,20210726,13,11249,0,458,3706,453,0,75,1,133,2002,0,948,0,2494,982,0,718,0
FUELHH,20210726,14,12435,0,460,3707,453,0,75,2,133,2004,0,962,0,2647,982,0,718,0
FUELHH,20210726,15,14294,0,655,3705,391,0,75,1,136,2004,0,1004,0,2862,742,0,718,0
FUELHH,20210726,16,15052,0,858,3704,384,20,80,1,137,2004,0,1002,0,2944,740,0,718,0
