HDR,SYSTEM FREQUENCY DATA
FREQ,20210720192430,49.955
FREQ,20210720192445,49.979
FREQ,20210720192500,49.994
FREQ,20210720192515,49.995
FREQ,20210720192530,50.025
FREQ,20210720192545,50.028
FREQ,20210720192600,50.012
FREQ,20210720192615,49.990
FREQ,20210720192630,49.992
FREQ,20210720192645,49.995
FREQ,20210720192700,50.021
FREQ,20210720192715,50.041
FREQ,20210720192730,50.043
FREQ,20210720192745,50.032
FREQ,20210720192800,50.023
FREQ,20210720192815,50.027
FREQ,20210720192830,50.038
FREQ,20210720192845,50.026
FREQ,20210720192900,50.028
FREQ,20210720192915,49.979
FREQ,20210720192930,49.965
FREQ,20210720192945,49.988
FREQ,20210720193000,50.007
FREQ,20210720193015,50.005
FREQ,20210720193030,49.950
FREQ,20210720193045,49.914
FREQ,20210720193100,49.921
FREQ,20210720193115,49.900
FREQ,20210720193130,49.926
FREQ,20210720193145,49.942
FREQ,20210720193200,49.933
FREQ,20210720193215,49.931
FREQ,20210720193230,49.928
FREQ,20210720193245,49.933
FREQ,20210720193300,49.920
FREQ,20210720193315,49.924
FREQ,20210720193330,49.941
FREQ,20210720193345,49.959
FREQ,20210720193400,49.985
FREQ,20210720193415,49.971
FREQ,20210720193430,49.993
FREQ,20210720193445,50.009
FREQ,20210720193500,50.021
FREQ,20210720193515,50.022
FREQ,20210720193530,50.020
FREQ,20210720193545,50.005
FREQ,20210720193600,50.028
FREQ,20210720193615,49.978
FREQ,20210720193630,49.998
FREQ,20210720193645,50.003
FREQ,20210720193700,49.917
FREQ,20210720193715,49.882
FREQ,20210720193730,49.914
FREQ,20210720193745,49.921
FREQ,20210720193800,49.931
FREQ,20210720193815,49.919
FREQ,20210720193830,49.917
FREQ,20210720193845,49.935
FREQ,20210720193900,49.919
FREQ,20210720193915,49.915
FREQ,20210720193930,49.911
FREQ,20210720193945,49.931
FREQ,20210720194000,49.937
FREQ,20210720194015,49.932
FREQ,20210720194030,49.937
FREQ,20210720194045,49.933
FREQ,20210720194100,49.934
FREQ,20210720194115,49.938
FREQ,20210720194130,49.955
FREQ,20210720194145,49.952
FREQ,20210720194200,49.963
FREQ,20210720194215,49.968
FREQ,20210720194230,49.959
FREQ,20210720194245,49.977
FREQ,20210720194300,49.965
FREQ,20210720194315,49.961
FREQ,20210720194330,49.966
FREQ,20210720194345,49.956
FREQ,20210720194400,49.935
FREQ,20210720194415,49.927
FREQ,20210720194430,49.912
FREQ,20210720194445,49.933
FREQ,20210720194500,49.930
FREQ,20210720194515,49.932
FREQ,20210720194530,49.970
FREQ,20210720194545,49.978
FREQ,20210720194600,49.960
FREQ,20210720194615,49.974
FREQ,20210720194630,49.979
FREQ,20210720194645,49.982
FREQ,20210720194700,49.964
FREQ,20210720194715,49.947
FREQ,20210720194730,49.951
FREQ,20210720194745,49.964
FREQ,20210720194800,49.972
FREQ,20210720194815,49.955
FREQ,20210720194830,49.949
FREQ,20210720194845,49.952
FREQ,20210720194900,49.948
FREQ,20210720194915,49.952
FREQ,20210720194930,49.953
FREQ,20210720194945,49.970
FREQ,20210720195000,49.968
FREQ,20210720195015,49.959
FREQ,20210720195030,49.968
FREQ,20210720195045,49.943
FREQ,20210720195100,49.938
FREQ,20210720195115,49.943
FREQ,20210720195130,49.956
FREQ,20210720195145,49.985
FREQ,20210720195200,49.965
FREQ,20210720195215,49.967
FREQ,20210720195230,49.965
FREQ,20210720195245,49.980
FREQ,20210720195300,49.996
FREQ,20210720195315,49.998
FREQ,20210720195330,49.995
FREQ,20210720195345,49.981
FREQ,20210720195400,49.982
FREQ,20210720195415,49.986
FREQ,20210720195430,49.995
FREQ,20210720195445,49.999
FREQ,20210720195500,49.997
FREQ,20210720195515,49.989
FREQ,20210720195530,49.992
FREQ,20210720195545,49.998
FREQ,20210720195600,49.972
FREQ,20210720195615,49.978
FREQ,20210720195630,49.957
FREQ,20210720195645,49.973
FREQ,20210720195700,49.974
FREQ,20210720195715,49.972
FREQ,20210720195730,50.005
FREQ,20210720195745,50.015
FREQ,20210720195800,49.999
FREQ,20210720195815,50.028
FREQ,20210720195830,50.029
FREQ,20210720195845,50.010
FREQ,20210720195900,49.990
FREQ,20210720195915,49.973
FREQ,20210720195930,50.007
FREQ,20210720195945,49.997
FREQ,20210720200000,49.987
FREQ,20210720200015,49.975
FREQ,20210720200030,49.968
FREQ,20210720200045,49.985
FREQ,20210720200100,49.976
FREQ,20210720200115,49.971
FREQ,20210720200130,49.975
FREQ,20210720200145,49.986
FREQ,20210720200200,49.998
FREQ,20210720200215,50.010
FREQ,20210720200230,50.023
FREQ,20210720200245,50.018
FREQ,20210720200300,50.027
FREQ,20210720200315,50.029
FREQ,20210720200330,50.040
FREQ,20210720200345,50.061
FREQ,20210720200400,50.056
FREQ,20210720200415,50.069
FREQ,20210720200430,50.063
FREQ,20210720200445,50.054
FREQ,20210720200500,50.051
FREQ,20210720200515,50.047
FREQ,20210720200530,50.002
FREQ,20210720200545,50.030
FREQ,20210720200600,50.097
FREQ,20210720200615,50.078
FREQ,20210720200630,50.061
FREQ,20210720200645,50.077
FREQ,20210720200700,50.060
FREQ,20210720200715,50.069
FREQ,20210720200730,50.079
FREQ,20210720200745,50.094
FREQ,20210720200800,50.090
FREQ,20210720200815,50.083
FREQ,20210720200830,50.090
FREQ,20210720200845,50.099
FREQ,20210720200900,50.086
FREQ,20210720200915,50.092
FREQ,20210720200930,50.117
FREQ,20210720200945,50.125
FREQ,20210720201000,50.112
FREQ,20210720201015,50.052
FREQ,20210720201030,50.037
FREQ,20210720201045,50.049
FREQ,20210720201100,50.039
FREQ,20210720201115,50.047
FREQ,20210720201130,50.046
FREQ,20210720201145,50.063
FREQ,20210720201200,50.055
FREQ,20210720201215,50.041
FREQ,20210720201230,50.018
FREQ,20210720201245,50.041
FREQ,20210720201300,50.018
FREQ,20210720201315,50.046
FREQ,20210720201330,50.031
FREQ,20210720201345,50.027
FREQ,20210720201400,50.013
FREQ,20210720201415,50.018
FREQ,20210720201430,50.001
FREQ,20210720201445,50.012
FREQ,20210720201500,49.994
FREQ,20210720201515,49.975
FREQ,20210720201530,50.010
FREQ,20210720201545,50.022
FREQ,20210720201600,49.988
FREQ,20210720201615,49.959
FREQ,20210720201630,49.954
FREQ,20210720201645,49.945
FREQ,20210720201700,49.955
FREQ,20210720201715,49.947
FREQ,20210720201730,49.976
FREQ,20210720201745,50.003
FREQ,20210720201800,49.976
FREQ,20210720201815,49.941
FREQ,20210720201830,49.949
FREQ,20210720201845,49.957
FREQ,20210720201900,49.978
FREQ,20210720201915,49.961
FREQ,20210720201930,49.984
FREQ,20210720201945,49.978
FREQ,20210720202000,49.959
FREQ,20210720202015,49.953
FREQ,20210720202030,49.962
FREQ,20210720202045,49.992
FREQ,20210720202100,49.996
FREQ,20210720202115,49.985
FREQ,20210720202130,49.989
FREQ,20210720202145,49.974
FREQ,20210720202200,49.969
FREQ,20210720202215,49.963
FREQ,20210720202230,49.985
FREQ,20210720202245,49.978
FREQ,20210720202300,49.981
FREQ,20210720202315,49.997
FREQ,20210720202330,50.024
FREQ,20210720202345,50.039
FREQ,20210720202400,50.059
FREQ,20210720202415,50.047
FREQ,20210720202430,50.032
FREQ,20210720202445,50.024
FREQ,20210720202500,50.034
FREQ,20210720202515,50.023
FREQ,20210720202530,50.037
FREQ,20210720202545,50.025
FREQ,20210720202600,50.018
FREQ,20210720202615,50.041
FREQ,20210720202630,50.010
FREQ,20210720202645,49.998
FREQ,20210720202700,49.979
FREQ,20210720202715,49.960
FREQ,20210720202730,49.980
FREQ,20210720202745,50.020
FREQ,20210720202800,50.014
FREQ,20210720202815,50.011
FREQ,20210720202830,49.986
FREQ,20210720202845,49.976
FREQ,20210720202900,49.954
FREQ,20210720202915,49.942
FREQ,20210720202930,49.931
FREQ,20210720202945,49.950
FREQ,20210720203000,49.978
FREQ,20210720203015,49.981
FREQ,20210720203030,49.966
FREQ,20210720203045,49.973
FREQ,20210720203100,49.935
FREQ,20210720203115,49.920
FREQ,20210720203130,49.941
FREQ,20210720203145,49.935
FREQ,20210720203200,49.914
FREQ,20210720203215,49.912
FREQ,20210720203230,49.933
FREQ,20210720203245,49.941
FREQ,20210720203300,49.943
FREQ,20210720203315,49.929
FREQ,20210720203330,49.931
FREQ,20210720203345,49.916
FREQ,20210720203400,49.911
FREQ,20210720203415,49.905
FREQ,20210720203430,49.917
FREQ,20210720203445,49.907
FREQ,20210720203500,49.939
FREQ,20210720203515,49.947
FREQ,20210720203530,49.933
FREQ,20210720203545,49.935
FREQ,20210720203600,49.896
FREQ,20210720203615,49.879
FREQ,20210720203630,49.892
FREQ,20210720203645,49.905
FREQ,20210720203700,49.907
FREQ,20210720203715,49.937
FREQ,20210720203730,49.940
FREQ,20210720203745,49.929
FREQ,20210720203800,49.933
FREQ,20210720203815,49.930
FREQ,20210720203830,49.964
FREQ,20210720203845,49.955
FREQ,20210720203900,49.929
FREQ,20210720203915,49.938
FREQ,20210720203930,49.944
FREQ,20210720203945,49.964
FREQ,20210720204000,49.927
FREQ,20210720204015,49.924
FREQ,20210720204030,49.952
FREQ,20210720204045,49.976
FREQ,20210720204100,49.987
FREQ,20210720204115,49.963
FREQ,20210720204130,50.006
FREQ,20210720204145,50.010
FREQ,20210720204200,50.026
FREQ,20210720204215,49.978
FREQ,20210720204230,50.008
FREQ,20210720204245,49.987
FREQ,20210720204300,49.968
FREQ,20210720204315,49.975
FREQ,20210720204330,49.968
FREQ,20210720204345,49.954
FREQ,20210720204400,49.992
FREQ,20210720204415,49.989
FREQ,20210720204430,49.973
FREQ,20210720204445,49.977
FREQ,20210720204500,49.976
FREQ,20210720204515,49.968
FREQ,20210720204530,49.956
FREQ,20210720204545,49.962
FREQ,20210720204600,49.960
FREQ,20210720204615,49.969
FREQ,20210720204630,49.967
FREQ,20210720204645,49.967
FREQ,20210720204700,49.962
FREQ,20210720204715,49.982
FREQ,20210720204730,49.998
FREQ,20210720204745,50.031
FREQ,20210720204800,50.027
FREQ,20210720204815,50.019
FREQ,20210720204830,50.034
FREQ,20210720204845,50.022
FREQ,20210720204900,50.023
FREQ,20210720204915,50.006
FREQ,20210720204930,50.022
FREQ,20210720204945,50.031
FREQ,20210720205000,50.042
FREQ,20210720205015,50.058
FREQ,20210720205030,50.038
FREQ,20210720205045,50.038
FREQ,20210720205100,50.038
FREQ,20210720205115,50.032
FREQ,20210720205130,50.048
FREQ,20210720205145,50.055
FREQ,20210720205200,50.061
FREQ,20210720205215,50.070
FREQ,20210720205230,50.052
FREQ,20210720205245,50.065
FREQ,20210720205300,50.057
FREQ,20210720205315,50.069
FREQ,20210720205330,50.076
FREQ,20210720205345,50.097
FREQ,20210720205400,50.076
FREQ,20210720205415,50.097
FREQ,20210720205430,50.090
FREQ,20210720205445,50.119
FREQ,20210720205500,50.127
FREQ,20210720205515,50.142
FREQ,20210720205530,50.136
FREQ,20210720205545,50.130
FREQ,20210720205600,50.123
FREQ,20210720205615,50.114
FREQ,20210720205630,50.114
FREQ,20210720205645,50.108
FREQ,20210720205700,50.106
FREQ,20210720205715,50.100
FREQ,20210720205730,50.120
FREQ,20210720205745,50.132
FREQ,20210720205800,50.135
FREQ,20210720205815,50.111
FREQ,20210720205830,50.115
FREQ,20210720205845,50.135
FREQ,20210720205900,50.130
FREQ,20210720205915,50.116
FREQ,20210720205930,50.104
FREQ,20210720205945,50.112
FREQ,20210720210000,50.062
FREQ,20210720210015,50.056
FREQ,20210720210030,49.924
FREQ,20210720210045,49.931
FREQ,20210720210100,49.912
FREQ,20210720210115,49.920
FREQ,20210720210130,49.895
FREQ,20210720210145,49.906
FREQ,20210720210200,49.930
FREQ,20210720210215,49.908
FREQ,20210720210230,49.911
FREQ,20210720210245,49.925
FREQ,20210720210300,49.907
FREQ,20210720210315,49.911
FREQ,20210720210330,49.907
FREQ,20210720210345,49.909
FREQ,20210720210400,49.923
FREQ,20210720210415,49.944
FREQ,20210720210430,49.942
FREQ,20210720210445,49.921
FREQ,20210720210500,49.910
FREQ,20210720210515,49.896
FREQ,20210720210530,49.898
FREQ,20210720210545,49.932
FREQ,20210720210600,49.931
FREQ,20210720210615,49.901
FREQ,20210720210630,49.896
FREQ,20210720210645,49.940
FREQ,20210720210700,49.918
FREQ,20210720210715,49.910
FREQ,20210720210730,49.919
FREQ,20210720210745,49.926
FREQ,20210720210800,49.930
FREQ,20210720210815,49.931
FREQ,20210720210830,49.926
FREQ,20210720210845,49.943
FREQ,20210720210900,49.966
FREQ,20210720210915,49.926
FREQ,20210720210930,49.944
FREQ,20210720210945,49.981
FREQ,20210720211000,49.945
FREQ,20210720211015,49.913
FREQ,20210720211030,49.896
FREQ,20210720211045,49.907
FREQ,20210720211100,49.909
FREQ,20210720211115,49.913
FREQ,20210720211130,49.926
FREQ,20210720211145,49.908
FREQ,20210720211200,49.893
FREQ,20210720211215,49.915
FREQ,20210720211230,49.911
FREQ,20210720211245,49.949
FREQ,20210720211300,49.951
FREQ,20210720211315,49.951
FREQ,20210720211330,49.933
FREQ,20210720211345,49.926
FREQ,20210720211400,49.916
FREQ,20210720211415,49.948
FREQ,20210720211430,49.941
FREQ,20210720211445,49.949
FREQ,20210720211500,49.963
FREQ,20210720211515,49.968
FREQ,20210720211530,49.972
FREQ,20210720211545,49.968
FREQ,20210720211600,49.956
FREQ,20210720211615,49.968
FREQ,20210720211630,49.951
FREQ,20210720211645,49.949
FREQ,20210720211700,49.964
FREQ,20210720211715,49.976
FREQ,20210720211730,49.961
FREQ,20210720211745,49.980
FREQ,20210720211800,49.994
FREQ,20210720211815,50.023
FREQ,20210720211830,50.004
FREQ,20210720211845,49.997
FREQ,20210720211900,50.006
FREQ,20210720211915,49.945
FREQ,20210720211930,49.970
FREQ,20210720211945,49.979
FREQ,20210720212000,49.990
FREQ,20210720212015,49.972
FREQ,20210720212030,49.991
FREQ,20210720212045,50.013
FREQ,20210720212100,50.034
FREQ,20210720212115,49.986
FREQ,20210720212130,49.972
FREQ,20210720212145,49.981
FREQ,20210720212200,50.007
FREQ,20210720212215,49.994
FREQ,20210720212230,49.994
FREQ,20210720212245,50.032
FREQ,20210720212300,50.027
FREQ,20210720212315,50.020
FREQ,20210720212330,50.046
FREQ,20210720212345,50.036
FREQ,20210720212400,50.047
FREQ,20210720212415,50.042
FREQ,20210720212430,50.032
FREQ,20210720212445,50.039
FREQ,20210720212500,50.043
FREQ,20210720212515,50.058
FREQ,20210720212530,50.061
FREQ,20210720212545,50.069
FREQ,20210720212600,50.074
FREQ,20210720212615,50.078
FREQ,20210720212630,50.065
FREQ,20210720212645,50.066
FREQ,20210720212700,50.090
FREQ,20210720212715,50.071
FREQ,20210720212730,50.101
FREQ,20210720212745,50.074
FREQ,20210720212800,50.101
FREQ,20210720212815,50.104
FREQ,20210720212830,50.091
FREQ,20210720212845,50.105
FREQ,20210720212900,50.090
FREQ,20210720212915,50.089
FREQ,20210720212930,50.074
FREQ,20210720212945,50.068
FREQ,20210720213000,50.067
FREQ,20210720213015,50.069
FREQ,20210720213030,50.005
FREQ,20210720213045,50.037
FREQ,20210720213100,50.028
FREQ,20210720213115,50.011
FREQ,20210720213130,50.003
FREQ,20210720213145,49.982
FREQ,20210720213200,49.988
FREQ,20210720213215,49.974
FREQ,20210720213230,49.972
FREQ,20210720213245,49.969
FREQ,20210720213300,49.990
FREQ,20210720213315,49.949
FREQ,20210720213330,49.943
FREQ,20210720213345,49.933
FREQ,20210720213400,49.922
FREQ,20210720213415,49.929
FREQ,20210720213430,49.944
FREQ,20210720213445,49.947
FREQ,20210720213500,49.958
FREQ,20210720213515,49.970
FREQ,20210720213530,49.976
FREQ,20210720213545,49.947
FREQ,20210720213600,49.933
FREQ,20210720213615,49.938
FREQ,20210720213630,49.952
FREQ,20210720213645,49.971
FREQ,20210720213700,49.970
FREQ,20210720213715,49.977
FREQ,20210720213730,49.964
FREQ,20210720213745,49.959
FREQ,20210720213800,49.960
FREQ,20210720213815,49.942
FREQ,20210720213830,49.958
FREQ,20210720213845,49.981
FREQ,20210720213900,49.974
FREQ,20210720213915,49.978
FREQ,20210720213930,49.983
FREQ,20210720213945,49.966
FREQ,20210720214000,49.960
FREQ,20210720214015,49.960
FREQ,20210720214030,49.964
FREQ,20210720214045,49.984
FREQ,20210720214100,49.974
FREQ,20210720214115,49.957
FREQ,20210720214130,49.975
FREQ,20210720214145,49.983
FREQ,20210720214200,49.982
FREQ,20210720214215,49.987
FREQ,20210720214230,49.987
FREQ,20210720214245,49.995
FREQ,20210720214300,49.987
FREQ,20210720214315,50.003
FREQ,20210720214330,50.010
FREQ,20210720214345,49.990
FREQ,20210720214400,50.017
FREQ,20210720214415,49.998
FREQ,20210720214430,49.987
FREQ,20210720214445,49.994
FREQ,20210720214500,50.022
FREQ,20210720214515,50.038
FREQ,20210720214530,50.026
FREQ,20210720214545,50.045
FREQ,20210720214600,50.031
FREQ,20210720214615,50.043
FREQ,20210720214630,50.041
FREQ,20210720214645,50.062
FREQ,20210720214700,50.059
FREQ,20210720214715,50.066
FREQ,20210720214730,50.065
FREQ,20210720214745,50.065
FREQ,20210720214800,50.082
FREQ,20210720214815,50.066
FREQ,20210720214830,50.072
FREQ,20210720214845,50.058
FREQ,20210720214900,50.080
FREQ,20210720214915,50.075
FREQ,20210720214930,50.071
FREQ,20210720214945,50.110
FREQ,20210720215000,50.093
FREQ,20210720215015,50.064
FREQ,20210720215030,50.078
FREQ,20210720215045,50.086
FREQ,20210720215100,50.106
FREQ,20210720215115,50.094
FREQ,20210720215130,50.095
FREQ,20210720215145,50.098
FREQ,20210720215200,50.117
FREQ,20210720215215,50.138
FREQ,20210720215230,50.127
FREQ,20210720215245,50.135
FREQ,20210720215300,50.131
FREQ,20210720215315,50.131
FREQ,20210720215330,50.121
FREQ,20210720215345,50.115
FREQ,20210720215400,50.108
FREQ,20210720215415,50.135
FREQ,20210720215430,50.140
FREQ,20210720215445,50.135
FREQ,20210720215500,50.111
FREQ,20210720215515,50.114
FREQ,20210720215530,50.110
FREQ,20210720215545,50.123
FREQ,20210720215600,50.123
FREQ,20210720215615,50.121
FREQ,20210720215630,50.112
FREQ,20210720215645,50.121
FREQ,20210720215700,50.107
FREQ,20210720215715,50.099
FREQ,20210720215730,50.105
FREQ,20210720215745,50.105
FREQ,20210720215800,50.109
FREQ,20210720215815,50.109
FREQ,20210720215830,50.107
FREQ,20210720215845,50.106
FREQ,20210720215900,50.078
FREQ,20210720215915,50.088
FREQ,20210720215930,50.094
FREQ,20210720215945,50.102
FREQ,20210720220000,50.098
FREQ,20210720220015,50.094
FREQ,20210720220030,50.071
FREQ,20210720220045,50.087
FREQ,20210720220100,50.077
FREQ,20210720220115,50.072
FREQ,20210720220130,50.053
FREQ,20210720220145,50.059
FREQ,20210720220200,50.068
FREQ,20210720220215,50.050
FREQ,20210720220230,50.043
FREQ,20210720220245,50.046
FREQ,20210720220300,50.050
FREQ,20210720220315,50.037
FREQ,20210720220330,50.020
FREQ,20210720220345,49.990
FREQ,20210720220400,49.996
FREQ,20210720220415,49.998
FREQ,20210720220430,50.006
FREQ,20210720220445,49.985
FREQ,20210720220500,49.974
FREQ,20210720220515,49.978
FREQ,20210720220530,49.985
FREQ,20210720220545,49.975
FREQ,20210720220600,49.966
FREQ,20210720220615,49.965
FREQ,20210720220630,49.965
FREQ,20210720220645,49.962
FREQ,20210720220700,49.946
FREQ,20210720220715,49.971
FREQ,20210720220730,49.946
FREQ,20210720220745,49.932
FREQ,20210720220800,49.943
FREQ,20210720220815,49.948
FREQ,20210720220830,49.958
FREQ,20210720220845,49.946
FREQ,20210720220900,49.945
FREQ,20210720220915,49.962
FREQ,20210720220930,49.952
FREQ,20210720220945,49.956
FREQ,20210720221000,49.942
FREQ,20210720221015,49.934
FREQ,20210720221030,49.940
FREQ,20210720221045,49.945
FREQ,20210720221100,49.934
FREQ,20210720221115,49.928
FREQ,20210720221130,49.946
FREQ,20210720221145,49.947
FREQ,20210720221200,49.957
FREQ,20210720221215,49.955
FREQ,20210720221230,49.976
FREQ,20210720221245,49.957
FREQ,20210720221300,49.984
FREQ,20210720221315,50.007
FREQ,20210720221330,50.002
FREQ,20210720221345,50.018
FREQ,20210720221400,50.024
FREQ,20210720221415,50.035
FREQ,20210720221430,50.029
FREQ,20210720221445,50.028
FREQ,20210720221500,50.020
FREQ,20210720221515,50.005
FREQ,20210720221530,50.019
FREQ,20210720221545,50.024
FREQ,20210720221600,50.024
FREQ,20210720221615,49.996
FREQ,20210720221630,50.011
FREQ,20210720221645,50.010
FREQ,20210720221700,50.022
FREQ,20210720221715,50.028
FREQ,20210720221730,50.037
FREQ,20210720221745,50.039
FREQ,20210720221800,50.057
FREQ,20210720221815,50.048
FREQ,20210720221830,50.045
FREQ,20210720221845,50.034
FREQ,20210720221900,50.042
FREQ,20210720221915,50.026
FREQ,20210720221930,50.042
FREQ,20210720221945,50.028
FREQ,20210720222000,50.043
FREQ,20210720222015,50.056
FREQ,20210720222030,50.066
FREQ,20210720222045,50.069
FREQ,20210720222100,50.074
FREQ,20210720222115,50.057
FREQ,20210720222130,50.082
FREQ,20210720222145,50.072
FREQ,20210720222200,50.066
FREQ,20210720222215,50.051
FREQ,20210720222230,50.046
FREQ,20210720222245,50.063
FREQ,20210720222300,50.070
FREQ,20210720222315,50.070
FREQ,20210720222330,50.094
FREQ,20210720222345,50.099
FREQ,20210720222400,50.081
FREQ,20210720222415,50.066
FREQ,20210720222430,50.095
FREQ,20210720222445,50.075
FREQ,20210720222500,50.091
FREQ,20210720222515,50.073
FREQ,20210720222530,50.074
FREQ,20210720222545,50.078
FREQ,20210720222600,50.088
FREQ,20210720222615,50.051
FREQ,20210720222630,50.067
FREQ,20210720222645,50.073
FREQ,20210720222700,50.078
FREQ,20210720222715,50.065
FREQ,20210720222730,50.072
FREQ,20210720222745,50.093
FREQ,20210720222800,50.092
FREQ,20210720222815,50.079
FREQ,20210720222830,50.091
FREQ,20210720222845,50.094
FREQ,20210720222900,50.093
FREQ,20210720222915,50.086
FREQ,20210720222930,50.089
FREQ,20210720222945,50.078
FREQ,20210720223000,50.075
FREQ,20210720223015,50.076
FREQ,20210720223030,50.058
FREQ,20210720223045,50.051
FREQ,20210720223100,50.069
FREQ,20210720223115,50.057
FREQ,20210720223130,50.040
FREQ,20210720223145,50.045
FREQ,20210720223200,50.057
FREQ,20210720223215,50.036
FREQ,20210720223230,50.055
FREQ,20210720223245,50.063
FREQ,20210720223300,50.053
FREQ,20210720223315,50.047
FREQ,20210720223330,50.043
FREQ,20210720223345,50.050
FREQ,20210720223400,50.024
FREQ,20210720223415,50.046
FREQ,20210720223430,50.061
FREQ,20210720223445,50.056
FREQ,20210720223500,50.044
FREQ,20210720223515,50.053
FREQ,20210720223530,50.050
FREQ,20210720223545,50.058
FREQ,20210720223600,50.062
FREQ,20210720223615,50.045
FREQ,20210720223630,50.041
FREQ,20210720223645,50.063
FREQ,20210720223700,50.036
FREQ,20210720223715,50.039
FREQ,20210720223730,50.070
FREQ,20210720223745,50.080
FREQ,20210720223800,50.096
FREQ,20210720223815,50.084
FREQ,20210720223830,50.084
FREQ,20210720223845,50.099
FREQ,20210720223900,50.084
FREQ,20210720223915,50.088
FREQ,20210720223930,50.070
FREQ,20210720223945,50.083
FREQ,20210720224000,50.080
FREQ,20210720224015,50.065
FREQ,20210720224030,50.065
FREQ,20210720224045,50.069
FREQ,20210720224100,50.085
FREQ,20210720224115,50.099
FREQ,20210720224130,50.094
FREQ,20210720224145,50.095
FREQ,20210720224200,50.095
FREQ,20210720224215,50.107
FREQ,20210720224230,50.117
FREQ,20210720224245,50.116
FREQ,20210720224300,50.122
FREQ,20210720224315,50.119
FREQ,20210720224330,50.102
FREQ,20210720224345,50.105
FREQ,20210720224400,50.101
FREQ,20210720224415,50.083
FREQ,20210720224430,50.106
FREQ,20210720224445,50.109
FREQ,20210720224500,50.123
FREQ,20210720224515,50.108
FREQ,20210720224530,50.125
FREQ,20210720224545,50.110
FREQ,20210720224600,50.096
FREQ,20210720224615,50.079
FREQ,20210720224630,50.100
FREQ,20210720224645,50.094
FREQ,20210720224700,50.104
FREQ,20210720224715,50.090
FREQ,20210720224730,50.078
FREQ,20210720224745,50.084
FREQ,20210720224800,50.084
FREQ,20210720224815,50.075
FREQ,20210720224830,50.073
FREQ,20210720224845,50.103
FREQ,20210720224900,50.079
FREQ,20210720224915,50.081
FREQ,20210720224930,50.058
FREQ,20210720224945,50.064
FREQ,20210720225000,50.037
FREQ,20210720225015,50.043
FREQ,20210720225030,50.065
FREQ,20210720225045,50.053
FREQ,20210720225100,50.049
FREQ,20210720225115,50.032
FREQ,20210720225130,50.044
FREQ,20210720225145,50.066
FREQ,20210720225200,50.067
FREQ,20210720225215,50.053
FREQ,20210720225230,50.058
FREQ,20210720225245,50.048
FREQ,20210720225300,50.037
FREQ,20210720225315,50.048
FREQ,20210720225330,50.043
FREQ,20210720225345,50.071
FREQ,20210720225400,50.078
FREQ,20210720225415,50.072
FREQ,20210720225430,50.075
FREQ,20210720225445,50.091
FREQ,20210720225500,50.074
FREQ,20210720225515,50.058
FREQ,20210720225530,50.076
FREQ,20210720225545,50.101
FREQ,20210720225600,50.100
FREQ,20210720225615,50.094
FREQ,20210720225630,50.098
FREQ,20210720225645,50.102
FREQ,20210720225700,50.115
FREQ,20210720225715,50.115
FREQ,20210720225730,50.116
FREQ,20210720225745,50.120
FREQ,20210720225800,50.132
FREQ,20210720225815,50.114
FREQ,20210720225830,50.125
FREQ,20210720225845,50.120
FREQ,20210720225900,50.134
FREQ,20210720225915,50.136
FREQ,20210720225930,50.157
FREQ,20210720225945,50.164
FREQ,20210720230000,50.134
FREQ,20210720230015,50.117
FREQ,20210720230030,50.105
FREQ,20210720230045,50.060
FREQ,20210720230100,50.003
FREQ,20210720230115,50.003
FREQ,20210720230130,50.012
FREQ,20210720230145,50.043
FREQ,20210720230200,50.012
FREQ,20210720230215,50.031
FREQ,20210720230230,50.035
FREQ,20210720230245,50.032
FREQ,20210720230300,50.014
FREQ,20210720230315,50.006
FREQ,20210720230330,50.036
FREQ,20210720230345,50.035
FREQ,20210720230400,50.044
FREQ,20210720230415,50.040
FREQ,20210720230430,50.043
FREQ,20210720230445,50.023
FREQ,20210720230500,50.042
FREQ,20210720230515,50.039
FREQ,20210720230530,50.035
FREQ,20210720230545,50.038
FREQ,20210720230600,50.070
FREQ,20210720230615,50.073
FREQ,20210720230630,50.056
FREQ,20210720230645,50.055
FREQ,20210720230700,49.965
FREQ,20210720230715,49.963
FREQ,20210720230730,49.942
FREQ,20210720230745,49.959
FREQ,20210720230800,49.962
FREQ,20210720230815,49.953
FREQ,20210720230830,49.950
FREQ,20210720230845,49.944
FREQ,20210720230900,49.943
FREQ,20210720230915,49.951
FREQ,20210720230930,49.946
FREQ,20210720230945,49.969
FREQ,20210720231000,49.978
FREQ,20210720231015,49.967
FREQ,20210720231030,49.984
FREQ,20210720231045,49.978
FREQ,20210720231100,49.978
FREQ,20210720231115,49.967
FREQ,20210720231130,49.995
FREQ,20210720231145,49.983
FREQ,20210720231200,49.986
FREQ,20210720231215,50.019
FREQ,20210720231230,50.011
FREQ,20210720231245,49.984
FREQ,20210720231300,49.987
FREQ,20210720231315,49.990
FREQ,20210720231330,49.985
FREQ,20210720231345,50.001
FREQ,20210720231400,49.978
FREQ,20210720231415,49.998
FREQ,20210720231430,50.004
FREQ,20210720231445,49.992
FREQ,20210720231500,49.988
FREQ,20210720231515,49.981
FREQ,20210720231530,49.978
FREQ,20210720231545,49.986
FREQ,20210720231600,50.022
FREQ,20210720231615,49.992
FREQ,20210720231630,49.996
FREQ,20210720231645,49.975
FREQ,20210720231700,49.991
