HDR,SYSTEM FREQUENCY DATA
FREQ,20210721031000,49.969
FREQ,20210721031015,49.977
FREQ,20210721031030,49.980
FREQ,20210721031045,50.005
FREQ,20210721031100,49.981
FREQ,20210721031115,49.998
FREQ,20210721031130,49.996
FREQ,20210721031145,50.007
FREQ,20210721031200,50.019
FREQ,20210721031215,50.013
FREQ,20210721031230,50.016
FREQ,20210721031245,50.003
FREQ,20210721031300,50.012
FREQ,20210721031315,50.010
FREQ,20210721031330,50.008
FREQ,20210721031345,50.019
FREQ,20210721031400,50.026
FREQ,20210721031415,50.027
FREQ,20210721031430,50.024
FREQ,20210721031445,50.020
FREQ,20210721031500,50.006
FREQ,20210721031515,50.017
FREQ,20210721031530,50.019
FREQ,20210721031545,50.006
FREQ,20210721031600,50.002
FREQ,20210721031615,50.023
FREQ,20210721031630,50.017
FREQ,20210721031645,50.023
FREQ,20210721031700,50.022
FREQ,20210721031715,50.024
FREQ,20210721031730,50.037
FREQ,20210721031745,50.055
FREQ,20210721031800,50.048
FREQ,20210721031815,50.051
FREQ,20210721031830,50.052
FREQ,20210721031845,50.043
FREQ,20210721031900,50.036
FREQ,20210721031915,50.036
FREQ,20210721031930,50.015
FREQ,20210721031945,50.016
FREQ,20210721032000,50.019
FREQ,20210721032015,50.016
FREQ,20210721032030,50.012
FREQ,20210721032045,50.011
FREQ,20210721032100,49.988
FREQ,20210721032115,50.003
FREQ,20210721032130,50.018
FREQ,20210721032145,49.997
FREQ,20210721032200,49.982
FREQ,20210721032215,49.989
FREQ,20210721032230,50.006
FREQ,20210721032245,49.997
FREQ,20210721032300,49.982
FREQ,20210721032315,49.975
FREQ,20210721032330,49.970
FREQ,20210721032345,49.977
FREQ,20210721032400,49.980
FREQ,20210721032415,49.974
FREQ,20210721032430,49.977
FREQ,20210721032445,49.984
FREQ,20210721032500,50.008
FREQ,20210721032515,50.019
FREQ,20210721032530,50.012
FREQ,20210721032545,50.007
FREQ,20210721032600,50.005
FREQ,20210721032615,50.008
FREQ,20210721032630,50.019
FREQ,20210721032645,50.017
FREQ,20210721032700,50.025
FREQ,20210721032715,50.024
FREQ,20210721032730,50.022
FREQ,20210721032745,50.004
FREQ,20210721032800,50.008
FREQ,20210721032815,50.000
FREQ,20210721032830,50.022
FREQ,20210721032845,50.019
FREQ,20210721032900,50.032
FREQ,20210721032915,50.036
FREQ,20210721032930,50.039
FREQ,20210721032945,50.038
FREQ,20210721033000,50.041
FREQ,20210721033015,50.030
FREQ,20210721033030,50.050
FREQ,20210721033045,50.054
FREQ,20210721033100,50.063
FREQ,20210721033115,50.056
FREQ,20210721033130,50.050
FREQ,20210721033145,50.051
FREQ,20210721033200,50.058
FREQ,20210721033215,50.070
FREQ,20210721033230,50.059
FREQ,20210721033245,50.049
FREQ,20210721033300,50.048
FREQ,20210721033315,50.039
FREQ,20210721033330,50.048
FREQ,20210721033345,50.056
FREQ,20210721033400,50.053
FREQ,20210721033415,50.056
FREQ,20210721033430,50.037
FREQ,20210721033445,50.043
FREQ,20210721033500,50.021
FREQ,20210721033515,50.042
FREQ,20210721033530,50.049
FREQ,20210721033545,50.049
FREQ,20210721033600,50.027
FREQ,20210721033615,50.046
FREQ,20210721033630,50.030
FREQ,20210721033645,50.055
FREQ,20210721033700,50.059
FREQ,20210721033715,50.072
FREQ,20210721033730,50.063
FREQ,20210721033745,50.059
FREQ,20210721033800,50.052
FREQ,20210721033815,50.055
FREQ,20210721033830,50.052
FREQ,20210721033845,50.073
FREQ,20210721033900,50.071
FREQ,20210721033915,50.044
FREQ,20210721033930,50.056
FREQ,20210721033945,50.058
FREQ,20210721034000,50.060
FREQ,20210721034015,50.042
FREQ,20210721034030,50.062
FREQ,20210721034045,50.069
FREQ,20210721034100,50.073
FREQ,20210721034115,50.070
FREQ,20210721034130,50.068
FREQ,20210721034145,50.084
FREQ,20210721034200,50.094
FREQ,20210721034215,50.098
FREQ,20210721034230,50.097
FREQ,20210721034245,50.084
FREQ,20210721034300,50.088
FREQ,20210721034315,50.084
FREQ,20210721034330,50.088
FREQ,20210721034345,50.097
FREQ,20210721034400,50.109
FREQ,20210721034415,50.100
FREQ,20210721034430,50.088
FREQ,20210721034445,50.096
FREQ,20210721034500,50.099
FREQ,20210721034515,50.090
FREQ,20210721034530,50.107
FREQ,20210721034545,50.106
FREQ,20210721034600,50.107
FREQ,20210721034615,50.087
FREQ,20210721034630,50.086
FREQ,20210721034645,50.081
FREQ,20210721034700,50.078
FREQ,20210721034715,50.070
FREQ,20210721034730,50.072
FREQ,20210721034745,50.081
FREQ,20210721034800,50.068
FREQ,20210721034815,50.058
FREQ,20210721034830,50.037
FREQ,20210721034845,50.023
FREQ,20210721034900,49.991
FREQ,20210721034915,50.028
FREQ,20210721034930,50.031
FREQ,20210721034945,50.032
FREQ,20210721035000,50.017
FREQ,20210721035015,49.989
FREQ,20210721035030,49.984
FREQ,20210721035045,49.992
FREQ,20210721035100,49.991
FREQ,20210721035115,50.015
FREQ,20210721035130,50.023
FREQ,20210721035145,50.014
FREQ,20210721035200,50.003
FREQ,20210721035215,49.989
FREQ,20210721035230,49.984
FREQ,20210721035245,49.989
FREQ,20210721035300,49.990
FREQ,20210721035315,50.007
FREQ,20210721035330,50.001
FREQ,20210721035345,50.013
FREQ,20210721035400,49.984
FREQ,20210721035415,49.981
FREQ,20210721035430,49.971
FREQ,20210721035445,49.971
FREQ,20210721035500,50.008
FREQ,20210721035515,50.039
FREQ,20210721035530,50.053
FREQ,20210721035545,50.051
FREQ,20210721035600,50.048
FREQ,20210721035615,50.045
FREQ,20210721035630,50.026
FREQ,20210721035645,50.025
FREQ,20210721035700,50.027
FREQ,20210721035715,50.051
FREQ,20210721035730,50.058
FREQ,20210721035745,50.062
FREQ,20210721035800,50.057
FREQ,20210721035815,50.043
FREQ,20210721035830,50.039
FREQ,20210721035845,50.045
FREQ,20210721035900,50.030
FREQ,20210721035915,50.042
FREQ,20210721035930,50.042
FREQ,20210721035945,50.035
FREQ,20210721040000,50.025
FREQ,20210721040015,49.975
FREQ,20210721040030,49.997
FREQ,20210721040045,50.054
FREQ,20210721040100,50.060
FREQ,20210721040115,50.054
FREQ,20210721040130,50.057
FREQ,20210721040145,50.051
FREQ,20210721040200,50.030
FREQ,20210721040215,50.018
FREQ,20210721040230,49.979
FREQ,20210721040245,49.974
FREQ,20210721040300,49.995
FREQ,20210721040315,49.979
FREQ,20210721040330,49.977
FREQ,20210721040345,49.981
FREQ,20210721040400,49.947
FREQ,20210721040415,49.970
FREQ,20210721040430,49.975
FREQ,20210721040445,49.968
FREQ,20210721040500,49.965
FREQ,20210721040515,49.976
FREQ,20210721040530,49.959
FREQ,20210721040545,49.956
FREQ,20210721040600,49.962
FREQ,20210721040615,49.970
FREQ,20210721040630,49.971
FREQ,20210721040645,49.991
FREQ,20210721040700,50.009
FREQ,20210721040715,50.009
FREQ,20210721040730,49.985
FREQ,20210721040745,49.958
FREQ,20210721040800,49.964
FREQ,20210721040815,49.952
FREQ,20210721040830,49.955
FREQ,20210721040845,49.953
FREQ,20210721040900,49.975
FREQ,20210721040915,49.972
FREQ,20210721040930,49.961
FREQ,20210721040945,49.951
FREQ,20210721041000,49.958
FREQ,20210721041015,49.973
FREQ,20210721041030,49.974
FREQ,20210721041045,49.999
FREQ,20210721041100,50.001
FREQ,20210721041115,50.023
FREQ,20210721041130,50.032
FREQ,20210721041145,50.002
FREQ,20210721041200,49.997
FREQ,20210721041215,49.981
FREQ,20210721041230,49.984
FREQ,20210721041245,49.979
FREQ,20210721041300,49.985
FREQ,20210721041315,49.979
FREQ,20210721041330,49.956
FREQ,20210721041345,49.966
FREQ,20210721041400,49.961
FREQ,20210721041415,49.964
FREQ,20210721041430,49.972
FREQ,20210721041445,49.990
FREQ,20210721041500,49.984
FREQ,20210721041515,49.963
FREQ,20210721041530,49.971
FREQ,20210721041545,49.953
FREQ,20210721041600,49.969
FREQ,20210721041615,49.958
FREQ,20210721041630,49.950
FREQ,20210721041645,49.979
FREQ,20210721041700,49.987
FREQ,20210721041715,49.986
FREQ,20210721041730,50.010
FREQ,20210721041745,50.012
FREQ,20210721041800,49.992
FREQ,20210721041815,49.989
FREQ,20210721041830,49.974
FREQ,20210721041845,49.996
FREQ,20210721041900,50.010
FREQ,20210721041915,50.001
FREQ,20210721041930,50.022
FREQ,20210721041945,50.007
FREQ,20210721042000,50.023
FREQ,20210721042015,50.034
FREQ,20210721042030,50.006
FREQ,20210721042045,50.022
FREQ,20210721042100,50.011
FREQ,20210721042115,50.009
FREQ,20210721042130,50.019
FREQ,20210721042145,50.036
FREQ,20210721042200,50.027
FREQ,20210721042215,50.009
FREQ,20210721042230,49.995
FREQ,20210721042245,50.013
FREQ,20210721042300,50.007
FREQ,20210721042315,49.984
FREQ,20210721042330,50.001
FREQ,20210721042345,50.008
FREQ,20210721042400,50.016
FREQ,20210721042415,49.990
FREQ,20210721042430,49.971
FREQ,20210721042445,49.981
FREQ,20210721042500,49.967
FREQ,20210721042515,49.989
FREQ,20210721042530,50.000
FREQ,20210721042545,50.020
FREQ,20210721042600,50.015
FREQ,20210721042615,50.010
FREQ,20210721042630,50.019
FREQ,20210721042645,50.012
FREQ,20210721042700,50.018
FREQ,20210721042715,50.028
FREQ,20210721042730,50.011
FREQ,20210721042745,50.039
FREQ,20210721042800,50.030
FREQ,20210721042815,50.018
FREQ,20210721042830,50.046
FREQ,20210721042845,50.046
FREQ,20210721042900,50.021
FREQ,20210721042915,50.023
FREQ,20210721042930,50.034
FREQ,20210721042945,50.047
FREQ,20210721043000,50.062
FREQ,20210721043015,50.056
FREQ,20210721043030,50.074
FREQ,20210721043045,50.068
FREQ,20210721043100,50.058
FREQ,20210721043115,50.057
FREQ,20210721043130,50.057
FREQ,20210721043145,50.056
FREQ,20210721043200,50.048
FREQ,20210721043215,50.023
FREQ,20210721043230,50.037
FREQ,20210721043245,50.044
FREQ,20210721043300,50.043
FREQ,20210721043315,50.016
FREQ,20210721043330,50.009
FREQ,20210721043345,50.021
FREQ,20210721043400,50.003
FREQ,20210721043415,50.013
FREQ,20210721043430,50.036
FREQ,20210721043445,50.030
FREQ,20210721043500,50.024
FREQ,20210721043515,49.985
FREQ,20210721043530,49.997
FREQ,20210721043545,49.994
FREQ,20210721043600,50.010
FREQ,20210721043615,50.013
FREQ,20210721043630,50.016
FREQ,20210721043645,50.019
FREQ,20210721043700,50.010
FREQ,20210721043715,49.986
FREQ,20210721043730,49.993
FREQ,20210721043745,49.992
FREQ,20210721043800,49.981
FREQ,20210721043815,50.012
FREQ,20210721043830,50.032
FREQ,20210721043845,50.037
FREQ,20210721043900,50.019
FREQ,20210721043915,50.012
FREQ,20210721043930,49.995
FREQ,20210721043945,49.988
FREQ,20210721044000,50.018
FREQ,20210721044015,50.020
FREQ,20210721044030,50.021
FREQ,20210721044045,50.018
FREQ,20210721044100,50.012
FREQ,20210721044115,50.008
FREQ,20210721044130,49.993
FREQ,20210721044145,50.008
FREQ,20210721044200,49.993
FREQ,20210721044215,49.983
FREQ,20210721044230,49.988
FREQ,20210721044245,49.997
FREQ,20210721044300,49.996
FREQ,20210721044315,49.986
FREQ,20210721044330,49.984
FREQ,20210721044345,49.983
FREQ,20210721044400,49.975
FREQ,20210721044415,49.970
FREQ,20210721044430,49.979
FREQ,20210721044445,50.008
FREQ,20210721044500,49.994
FREQ,20210721044515,49.980
FREQ,20210721044530,49.988
FREQ,20210721044545,49.952
FREQ,20210721044600,49.937
FREQ,20210721044615,49.929
FREQ,20210721044630,49.939
FREQ,20210721044645,49.943
FREQ,20210721044700,49.942
FREQ,20210721044715,49.944
FREQ,20210721044730,49.928
FREQ,20210721044745,49.958
FREQ,20210721044800,49.926
FREQ,20210721044815,49.922
FREQ,20210721044830,49.934
FREQ,20210721044845,49.929
FREQ,20210721044900,49.935
FREQ,20210721044915,49.911
FREQ,20210721044930,49.920
FREQ,20210721044945,49.915
FREQ,20210721045000,49.927
FREQ,20210721045015,49.903
FREQ,20210721045030,49.927
FREQ,20210721045045,49.939
FREQ,20210721045100,49.925
FREQ,20210721045115,49.933
FREQ,20210721045130,49.938
FREQ,20210721045145,49.932
FREQ,20210721045200,49.950
FREQ,20210721045215,49.948
FREQ,20210721045230,49.943
FREQ,20210721045245,49.948
FREQ,20210721045300,49.934
FREQ,20210721045315,49.930
FREQ,20210721045330,49.946
FREQ,20210721045345,50.024
FREQ,20210721045400,50.005
FREQ,20210721045415,50.021
FREQ,20210721045430,50.024
FREQ,20210721045445,49.998
FREQ,20210721045500,49.956
FREQ,20210721045515,49.982
FREQ,20210721045530,49.988
FREQ,20210721045545,49.958
FREQ,20210721045600,49.938
FREQ,20210721045615,49.928
FREQ,20210721045630,49.922
FREQ,20210721045645,49.920
FREQ,20210721045700,49.915
FREQ,20210721045715,49.913
FREQ,20210721045730,49.906
FREQ,20210721045745,49.910
FREQ,20210721045800,49.921
FREQ,20210721045815,49.901
FREQ,20210721045830,49.899
FREQ,20210721045845,49.905
FREQ,20210721045900,49.919
FREQ,20210721045915,49.891
FREQ,20210721045930,49.918
FREQ,20210721045945,49.982
FREQ,20210721050000,50.025
FREQ,20210721050015,49.975
FREQ,20210721050030,49.992
FREQ,20210721050045,50.017
FREQ,20210721050100,50.018
FREQ,20210721050115,50.032
FREQ,20210721050130,49.997
FREQ,20210721050145,49.964
FREQ,20210721050200,49.964
FREQ,20210721050215,49.942
FREQ,20210721050230,49.948
FREQ,20210721050245,49.943
FREQ,20210721050300,49.929
FREQ,20210721050315,49.904
FREQ,20210721050330,49.900
FREQ,20210721050345,49.905
FREQ,20210721050400,49.905
FREQ,20210721050415,49.880
FREQ,20210721050430,49.890
FREQ,20210721050445,49.882
FREQ,20210721050500,49.894
FREQ,20210721050515,49.892
FREQ,20210721050530,49.912
FREQ,20210721050545,49.967
FREQ,20210721050600,49.959
FREQ,20210721050615,49.967
FREQ,20210721050630,49.963
FREQ,20210721050645,49.962
FREQ,20210721050700,49.950
FREQ,20210721050715,49.961
FREQ,20210721050730,49.976
FREQ,20210721050745,49.976
FREQ,20210721050800,49.945
FREQ,20210721050815,49.946
FREQ,20210721050830,49.934
FREQ,20210721050845,49.964
FREQ,20210721050900,49.943
FREQ,20210721050915,49.939
FREQ,20210721050930,49.962
FREQ,20210721050945,50.033
FREQ,20210721051000,50.019
FREQ,20210721051015,49.998
FREQ,20210721051030,49.992
FREQ,20210721051045,49.984
FREQ,20210721051100,49.983
FREQ,20210721051115,49.988
FREQ,20210721051130,50.000
FREQ,20210721051145,50.010
FREQ,20210721051200,50.000
FREQ,20210721051215,50.001
FREQ,20210721051230,50.012
FREQ,20210721051245,49.991
FREQ,20210721051300,50.020
FREQ,20210721051315,50.010
FREQ,20210721051330,49.995
FREQ,20210721051345,50.012
FREQ,20210721051400,50.015
FREQ,20210721051415,49.971
FREQ,20210721051430,49.986
FREQ,20210721051445,49.978
FREQ,20210721051500,49.963
FREQ,20210721051515,49.968
FREQ,20210721051530,49.964
FREQ,20210721051545,49.965
FREQ,20210721051600,49.975
FREQ,20210721051615,49.962
FREQ,20210721051630,49.951
FREQ,20210721051645,49.946
FREQ,20210721051700,49.941
FREQ,20210721051715,49.951
FREQ,20210721051730,49.951
FREQ,20210721051745,49.958
FREQ,20210721051800,49.939
FREQ,20210721051815,49.945
FREQ,20210721051830,49.938
FREQ,20210721051845,49.929
FREQ,20210721051900,49.934
FREQ,20210721051915,49.929
FREQ,20210721051930,49.923
FREQ,20210721051945,49.941
FREQ,20210721052000,49.910
FREQ,20210721052015,49.929
FREQ,20210721052030,49.910
FREQ,20210721052045,49.915
FREQ,20210721052100,49.923
FREQ,20210721052115,49.924
FREQ,20210721052130,49.921
FREQ,20210721052145,49.930
FREQ,20210721052200,49.927
FREQ,20210721052215,49.931
FREQ,20210721052230,49.925
FREQ,20210721052245,49.941
FREQ,20210721052300,49.926
FREQ,20210721052315,49.931
FREQ,20210721052330,49.932
FREQ,20210721052345,49.949
FREQ,20210721052400,49.941
FREQ,20210721052415,49.945
FREQ,20210721052430,49.984
FREQ,20210721052445,49.992
FREQ,20210721052500,50.031
FREQ,20210721052515,49.996
FREQ,20210721052530,50.018
FREQ,20210721052545,50.029
FREQ,20210721052600,50.020
FREQ,20210721052615,49.995
FREQ,20210721052630,50.023
FREQ,20210721052645,50.028
FREQ,20210721052700,50.002
FREQ,20210721052715,49.997
FREQ,20210721052730,50.024
FREQ,20210721052745,50.021
FREQ,20210721052800,50.008
FREQ,20210721052815,49.991
FREQ,20210721052830,49.984
FREQ,20210721052845,50.039
FREQ,20210721052900,50.042
FREQ,20210721052915,50.017
FREQ,20210721052930,50.041
FREQ,20210721052945,50.044
FREQ,20210721053000,50.082
FREQ,20210721053015,50.065
FREQ,20210721053030,50.066
FREQ,20210721053045,50.082
FREQ,20210721053100,50.073
FREQ,20210721053115,50.064
FREQ,20210721053130,50.061
FREQ,20210721053145,50.066
FREQ,20210721053200,50.051
FREQ,20210721053215,50.034
FREQ,20210721053230,50.004
FREQ,20210721053245,50.019
FREQ,20210721053300,50.037
FREQ,20210721053315,50.009
FREQ,20210721053330,50.024
FREQ,20210721053345,50.038
FREQ,20210721053400,50.029
FREQ,20210721053415,50.017
FREQ,20210721053430,50.004
FREQ,20210721053445,49.995
FREQ,20210721053500,49.961
FREQ,20210721053515,49.994
FREQ,20210721053530,49.973
FREQ,20210721053545,49.982
FREQ,20210721053600,49.975
FREQ,20210721053615,49.957
FREQ,20210721053630,49.974
FREQ,20210721053645,49.995
FREQ,20210721053700,50.000
FREQ,20210721053715,49.986
FREQ,20210721053730,49.985
FREQ,20210721053745,49.980
FREQ,20210721053800,49.985
FREQ,20210721053815,49.982
FREQ,20210721053830,49.972
FREQ,20210721053845,49.970
FREQ,20210721053900,49.977
FREQ,20210721053915,49.956
FREQ,20210721053930,49.948
FREQ,20210721053945,49.940
FREQ,20210721054000,49.976
FREQ,20210721054015,49.953
FREQ,20210721054030,49.969
FREQ,20210721054045,49.945
FREQ,20210721054100,49.936
FREQ,20210721054115,49.940
FREQ,20210721054130,49.948
FREQ,20210721054145,49.961
FREQ,20210721054200,50.012
FREQ,20210721054215,49.986
FREQ,20210721054230,50.003
FREQ,20210721054245,49.990
FREQ,20210721054300,49.970
FREQ,20210721054315,49.959
FREQ,20210721054330,49.960
FREQ,20210721054345,49.963
FREQ,20210721054400,49.969
FREQ,20210721054415,49.969
FREQ,20210721054430,49.972
FREQ,20210721054445,50.016
FREQ,20210721054500,50.006
FREQ,20210721054515,49.958
FREQ,20210721054530,49.971
FREQ,20210721054545,49.965
FREQ,20210721054600,49.955
FREQ,20210721054615,49.984
FREQ,20210721054630,49.961
FREQ,20210721054645,49.990
FREQ,20210721054700,50.027
FREQ,20210721054715,50.010
FREQ,20210721054730,50.018
FREQ,20210721054745,49.990
FREQ,20210721054800,49.992
FREQ,20210721054815,49.974
FREQ,20210721054830,49.972
FREQ,20210721054845,49.979
FREQ,20210721054900,49.964
FREQ,20210721054915,49.942
FREQ,20210721054930,49.938
FREQ,20210721054945,49.940
FREQ,20210721055000,49.940
FREQ,20210721055015,49.936
FREQ,20210721055030,49.954
FREQ,20210721055045,49.925
FREQ,20210721055100,49.930
FREQ,20210721055115,49.926
FREQ,20210721055130,49.936
FREQ,20210721055145,49.921
FREQ,20210721055200,49.910
FREQ,20210721055215,49.909
FREQ,20210721055230,49.924
FREQ,20210721055245,49.917
FREQ,20210721055300,49.934
FREQ,20210721055315,49.923
FREQ,20210721055330,49.920
FREQ,20210721055345,49.940
FREQ,20210721055400,49.960
FREQ,20210721055415,49.946
FREQ,20210721055430,49.922
FREQ,20210721055445,49.953
FREQ,20210721055500,49.942
FREQ,20210721055515,49.938
FREQ,20210721055530,49.939
FREQ,20210721055545,49.939
FREQ,20210721055600,49.930
FREQ,20210721055615,49.927
FREQ,20210721055630,49.915
FREQ,20210721055645,49.929
FREQ,20210721055700,49.934
FREQ,20210721055715,49.930
FREQ,20210721055730,49.961
FREQ,20210721055745,49.934
FREQ,20210721055800,49.933
FREQ,20210721055815,49.938
FREQ,20210721055830,49.936
FREQ,20210721055845,49.956
FREQ,20210721055900,50.027
FREQ,20210721055915,50.025
FREQ,20210721055930,50.036
FREQ,20210721055945,50.063
FREQ,20210721060000,50.061
FREQ,20210721060015,50.039
FREQ,20210721060030,50.064
FREQ,20210721060045,50.086
FREQ,20210721060100,50.101
FREQ,20210721060115,50.095
FREQ,20210721060130,50.093
FREQ,20210721060145,50.111
FREQ,20210721060200,50.100
FREQ,20210721060215,50.092
FREQ,20210721060230,50.124
FREQ,20210721060245,50.102
FREQ,20210721060300,50.087
FREQ,20210721060315,50.090
FREQ,20210721060330,50.112
FREQ,20210721060345,50.144
FREQ,20210721060400,50.125
FREQ,20210721060415,50.115
FREQ,20210721060430,50.113
FREQ,20210721060445,50.088
FREQ,20210721060500,50.082
FREQ,20210721060515,50.076
FREQ,20210721060530,50.064
FREQ,20210721060545,50.058
FREQ,20210721060600,50.058
FREQ,20210721060615,50.031
FREQ,20210721060630,50.024
FREQ,20210721060645,50.034
FREQ,20210721060700,49.993
FREQ,20210721060715,49.986
FREQ,20210721060730,49.992
FREQ,20210721060745,50.018
FREQ,20210721060800,49.997
FREQ,20210721060815,49.984
FREQ,20210721060830,50.024
FREQ,20210721060845,50.042
FREQ,20210721060900,50.020
FREQ,20210721060915,50.013
FREQ,20210721060930,49.996
FREQ,20210721060945,49.983
FREQ,20210721061000,49.996
FREQ,20210721061015,49.966
FREQ,20210721061030,49.955
FREQ,20210721061045,49.960
FREQ,20210721061100,49.974
FREQ,20210721061115,49.974
FREQ,20210721061130,49.981
FREQ,20210721061145,49.972
FREQ,20210721061200,49.971
FREQ,20210721061215,50.010
FREQ,20210721061230,50.019
FREQ,20210721061245,50.019
FREQ,20210721061300,50.016
FREQ,20210721061315,50.031
FREQ,20210721061330,49.994
FREQ,20210721061345,49.975
FREQ,20210721061400,49.968
FREQ,20210721061415,49.960
FREQ,20210721061430,49.941
FREQ,20210721061445,49.953
FREQ,20210721061500,49.961
FREQ,20210721061515,49.945
FREQ,20210721061530,49.948
FREQ,20210721061545,49.958
FREQ,20210721061600,49.937
FREQ,20210721061615,49.906
FREQ,20210721061630,49.900
FREQ,20210721061645,49.905
FREQ,20210721061700,49.909
FREQ,20210721061715,49.928
FREQ,20210721061730,49.928
FREQ,20210721061745,49.928
FREQ,20210721061800,49.922
FREQ,20210721061815,49.902
FREQ,20210721061830,49.903
FREQ,20210721061845,49.898
FREQ,20210721061900,49.899
FREQ,20210721061915,49.883
FREQ,20210721061930,49.896
FREQ,20210721061945,49.916
FREQ,20210721062000,49.917
FREQ,20210721062015,49.878
FREQ,20210721062030,49.902
FREQ,20210721062045,49.925
FREQ,20210721062100,49.922
FREQ,20210721062115,49.917
FREQ,20210721062130,49.919
FREQ,20210721062145,49.927
FREQ,20210721062200,49.916
FREQ,20210721062215,49.899
FREQ,20210721062230,49.902
FREQ,20210721062245,49.905
FREQ,20210721062300,49.920
FREQ,20210721062315,49.912
FREQ,20210721062330,49.927
FREQ,20210721062345,49.952
FREQ,20210721062400,49.961
FREQ,20210721062415,49.924
FREQ,20210721062430,49.909
FREQ,20210721062445,49.915
FREQ,20210721062500,49.918
FREQ,20210721062515,49.904
FREQ,20210721062530,49.924
FREQ,20210721062545,49.944
FREQ,20210721062600,49.927
FREQ,20210721062615,49.908
FREQ,20210721062630,49.900
FREQ,20210721062645,49.903
FREQ,20210721062700,49.914
FREQ,20210721062715,49.926
FREQ,20210721062730,49.951
FREQ,20210721062745,49.947
FREQ,20210721062800,49.947
FREQ,20210721062815,49.921
FREQ,20210721062830,49.936
FREQ,20210721062845,49.929
FREQ,20210721062900,49.910
FREQ,20210721062915,49.925
FREQ,20210721062930,49.940
FREQ,20210721062945,49.942
FREQ,20210721063000,49.937
FREQ,20210721063015,49.929
FREQ,20210721063030,49.935
FREQ,20210721063045,49.939
FREQ,20210721063100,49.936
FREQ,20210721063115,49.934
FREQ,20210721063130,49.910
FREQ,20210721063145,49.936
FREQ,20210721063200,49.941
FREQ,20210721063215,49.940
FREQ,20210721063230,49.921
FREQ,20210721063245,49.911
FREQ,20210721063300,49.889
FREQ,20210721063315,49.876
FREQ,20210721063330,49.876
FREQ,20210721063345,49.888
FREQ,20210721063400,49.894
FREQ,20210721063415,49.841
FREQ,20210721063430,49.837
FREQ,20210721063445,49.844
FREQ,20210721063500,49.861
FREQ,20210721063515,49.901
FREQ,20210721063530,49.947
FREQ,20210721063545,49.938
FREQ,20210721063600,49.937
FREQ,20210721063615,49.931
FREQ,20210721063630,49.937
FREQ,20210721063645,49.948
FREQ,20210721063700,49.962
FREQ,20210721063715,49.947
FREQ,20210721063730,49.940
FREQ,20210721063745,49.937
FREQ,20210721063800,49.907
FREQ,20210721063815,49.913
FREQ,20210721063830,49.951
FREQ,20210721063845,49.960
FREQ,20210721063900,49.956
FREQ,20210721063915,49.944
FREQ,20210721063930,49.940
FREQ,20210721063945,49.946
FREQ,20210721064000,49.938
FREQ,20210721064015,49.928
FREQ,20210721064030,49.944
FREQ,20210721064045,49.931
FREQ,20210721064100,49.935
FREQ,20210721064115,49.913
FREQ,20210721064130,49.907
FREQ,20210721064145,49.936
FREQ,20210721064200,49.916
FREQ,20210721064215,49.927
FREQ,20210721064230,49.936
FREQ,20210721064245,49.939
FREQ,20210721064300,49.923
FREQ,20210721064315,49.930
FREQ,20210721064330,49.950
FREQ,20210721064345,49.973
FREQ,20210721064400,49.983
FREQ,20210721064415,49.982
FREQ,20210721064430,49.962
FREQ,20210721064445,49.982
FREQ,20210721064500,49.973
FREQ,20210721064515,49.971
FREQ,20210721064530,49.946
FREQ,20210721064545,49.955
FREQ,20210721064600,49.970
FREQ,20210721064615,49.956
FREQ,20210721064630,49.959
FREQ,20210721064645,49.975
FREQ,20210721064700,49.981
FREQ,20210721064715,49.905
FREQ,20210721064730,49.946
FREQ,20210721064745,49.947
FREQ,20210721064800,49.953
FREQ,20210721064815,49.964
FREQ,20210721064830,49.941
FREQ,20210721064845,49.941
FREQ,20210721064900,49.961
FREQ,20210721064915,49.952
FREQ,20210721064930,49.928
FREQ,20210721064945,49.946
FREQ,20210721065000,49.974
FREQ,20210721065015,49.955
FREQ,20210721065030,49.971
FREQ,20210721065045,49.974
FREQ,20210721065100,49.943
FREQ,20210721065115,49.953
FREQ,20210721065130,49.950
FREQ,20210721065145,49.948
FREQ,20210721065200,49.989
FREQ,20210721065215,50.025
FREQ,20210721065230,49.991
FREQ,20210721065245,49.987
FREQ,20210721065300,50.009
FREQ,20210721065315,49.976
FREQ,20210721065330,49.973
FREQ,20210721065345,49.994
FREQ,20210721065400,50.020
FREQ,20210721065415,50.000
FREQ,20210721065430,50.034
FREQ,20210721065445,50.007
FREQ,20210721065500,50.006
FREQ,20210721065515,49.972
FREQ,20210721065530,49.969
FREQ,20210721065545,49.995
FREQ,20210721065600,49.978
FREQ,20210721065615,49.963
FREQ,20210721065630,49.979
FREQ,20210721065645,49.972
FREQ,20210721065700,49.971
FREQ,20210721065715,49.993
FREQ,20210721065730,49.985
FREQ,20210721065745,50.017
FREQ,20210721065800,49.995
FREQ,20210721065815,49.975
FREQ,20210721065830,49.969
FREQ,20210721065845,49.986
FREQ,20210721065900,50.017
FREQ,20210721065915,50.002
FREQ,20210721065930,49.989
FREQ,20210721065945,50.018
FREQ,20210721070000,50.002
FREQ,20210721070015,49.961
FREQ,20210721070030,49.951
FREQ,20210721070045,49.957
FREQ,20210721070100,49.940
FREQ,20210721070115,49.930
FREQ,20210721070130,49.943
FREQ,20210721070145,49.964
FREQ,20210721070200,49.948
FREQ,20210721070215,49.950
FREQ,20210721070230,49.949
